EmployeeID,Tenure,RoleHistory,Promotions,LastPromotionYearsAgo,PastPerformance,SkillRelevance,TrainingParticipation,EventActivity,FeedbackScore,SentimentScore,TeamAttritionRate,ManagerAttrition,ProjectType,LocationChanges,Feedback360,RoleChanges,WorkLifeBalance,LeavePattern,RecognitionCount,AwardsReceived,AttritionLabel,ExitReason,ManagerDialogue,EmployeeResponse
EID472253,1,Analyst,0,1,0.7,0.6,0,1,3,-0.4,0.25,1,Client-facing,0,3,0,2,1.5,0,0,1,Work-Life Balance,"We value your work, and we are offering you flexible hours to accommodate your personal needs.","I appreciate the offer, but the workload and stress are consistently high. I need a job with better work life balance to be at my best."
EID274418,12,Manager,2,5,1.4,0.9,5,8,5,0.6,0.1,0,Standard,2,5,2,3,0.7,4,1,0,None,Your leadership is essential to the team. How can we further support your professional development?,I'm interested in exploring senior management opportunities within the company.
EID778428,5,Consultant,0,5,0.8,0.7,2,3,3,-0.1,0.3,0,Client-facing,0,3,0,2,1.3,1,0,1,Better Offer,We value your contributions to the consulting team. We can increase your compensation by 10%.,"I appreciate the offer, but another firm is offering a much more competitive compensation package and responsibilities."
EID742439,9,Engineer,1,4,1.2,0.85,4,6,4,0.4,0.18,0,R&D,1,4,1,4,0.9,3,0,0,None,Your innovation is driving our R&D projects. Let's discuss opportunities for you to lead a project team.,I would welcome the opportunity to lead a team and contribute at a higher level.
EID146448,2,Analyst,0,2,0.65,0.65,1,1,2,-0.3,0.35,0,Standard,0,2,0,2,1.6,0,0,1,Manager Issue,We are working on improving communication within your team and will ensure your concerns are addressed.,"I appreciate that you're hearing me, but the lack of support and unclear directions from my manager are unbearable. I need to switch teams or leave."
EID690579,15,Director,3,6,1.5,0.95,6,9,5,0.7,0.12,0,Standard,3,5,3,3,0.6,5,2,0,None,Your strategic leadership is critical to our success. Let's discuss your vision for the company's future direction.,I am excited about the upcoming challenges and want to contribute to the company's long-term success.
EID776364,4,Consultant,0,4,0.75,0.7,1,2,3,-0.25,0.28,0,Client-facing,0,3,0,3,1.4,0,0,1,Career Growth,We can offer you the opportunity to lead smaller projects and provide some training to upskill.,"While I appreciate the opportunity, there aren't enough options for me to grow here, it doesn't compensate for the lower offer I now have."
EID810380,6,Engineer,1,2,1.15,0.82,3,4,4,0.35,0.17,0,R&D,0,4,1,4,0.85,2,0,0,None,Your contributions to the engineering team are highly valued. We can look into getting you more mentorship opportunities.,I would appreciate the opportunity to mentor junior engineers and expand my leadership skills.
EID778159,2,Analyst,0,2,0.7,0.6,1,2,3,-0.2,0.2,0,Standard,0,3,0,3,1.2,1,0,0,None,Let's schedule weekly 1:1 meetings to discuss your progress and any challenges you may be facing.,Thank you. I am looking for clear feedback and guidance on my tasks and priorities.
EID519029,8,Manager,1,3,1.3,0.9,4,7,5,0.5,0.15,0,R&D,1,5,1,4,0.7,3,1,0,None,Your leadership has significantly improved team performance. We want you to manage the new innovation hub.,This is exactly the growth opportunity I was looking for. Thank you!
EID889245,3,Engineer,0,3,0.8,0.75,2,3,3,-0.1,0.27,0,Client-facing,0,3,0,3,1.3,1,0,0,None,Your technical expertise is becoming more refined. I'm scheduling you for an advanced course.,Thank you. I'm always looking to improve my skills to help the team!
EID447704,10,Director,2,4,1.45,0.93,5,8,5,0.65,0.13,0,Standard,2,5,2,3,0.65,4,1,0,None,Your strategic vision has been instrumental in our growth. We want you to lead a new department.,"I am honored by the trust you are placing in me, and I am excited to take on this new challenge."
EID934908,5,Analyst,0,5,0.85,0.78,2,4,4,0,0.23,0,R&D,0,4,0,3,1.1,1,0,0,None,You have demonstrated strong analytical skills. Let's discuss the next promotion steps for you.,Great. I am eager to grow and take on new responsibilities within the company.
EID551365,1,Engineer,0,1,0.6,0.6,0,1,2,-0.4,0.3,0,Standard,0,2,0,2,1.7,0,0,1,Personal,We understand that personal situations can impact work. Is there anything we can do to support you during this time?,"I appreciate the empathy. However, I need to prioritize my personal well-being, and this job is just not a good fit for me at the moment."
EID211090,7,Consultant,1,3,1.2,0.87,4,6,4,0.4,0.16,0,Client-facing,1,4,1,4,0.75,3,0,0,None,Your consulting expertise is highly valued by our clients. We can offer you a project that will advance your career.,I want to continue growing my expertise and take on more complex projects.
EID111060,13,Manager,2,5,1.5,0.97,6,9,5,0.75,0.11,0,R&D,3,5,2,3,0.55,5,2,0,None,Your leadership has driven innovation in our R&D projects. Let us give you access to management training.,I am excited to continue leading innovation and contributing to the company's success.
EID203396,4,Engineer,0,4,0.75,0.7,2,3,3,-0.15,0.25,0,Standard,0,3,0,3,1.4,1,0,0,None,Your technical skills have shown strong potential. I can assign you to a very interesting project.,"I am willing to put in the extra effort, as I like a challenge."
EID371306,9,Analyst,1,4,1.3,0.92,5,7,5,0.55,0.14,0,R&D,1,5,1,3,0.6,4,1,0,None,Your data analysis skills have been invaluable to the company. We will recommend you for the next step up.,I hope to continue working on the projects and help the company reach its goals.
EID332785,3,Analyst,0,3,0.75,0.7,1,2,3,0.2,0.15,0,Standard,0,3,0,3,1,1,0,0,None,Let's discuss your career goals and see how we can better align them with your role.,I appreciate the opportunity to discuss my growth within the company. I'm eager to learn more and take on new challenges.
EID635482,7,Engineer,1,3,1.2,0.85,3,4,4,0.5,0.2,0,R&D,0,4,1,4,0.8,3,1,0,None,Your work has been exceptional. We're considering you for a lead engineer role in the next quarter.,That's fantastic news! I'm excited about the possibility of taking on more responsibility and contributing to the team's success in a bigger way.
EID883132,12,Manager,2,5,1.5,0.9,5,1,5,0.7,0.3,0,Client-facing,1,5,2,2,1.8,5,2,1,Better Offer,We value your contributions immensely. How about a significant salary increase and stock options to reflect your impact?,"I appreciate the offer, but I've been presented with a unique opportunity for a leadership role at a high-growth startup with a cutting-edge technology, I need to pursue it."
EID643998,2,Analyst,0,2,0.6,0.65,0,0,2,-0.3,0.4,1,Standard,0,2,0,2,1.5,0,0,1,Work-Life Balance,We understand you're feeling overwhelmed. Let's explore options for reducing your workload and providing more support.,"I appreciate the concern, but the demands of the project are consistently impacting my personal life and causing undue stress. I don't see a viable path for sustainable improvement."
EID685098,5,Engineer,0,5,0.8,0.75,2,3,3,0.1,0.25,0,R&D,0,3,0,3,1.2,1,0,0,None,You've shown great potential in your technical skills. We can start mentoring on new technologies to broaden your skill set.,"Great, I am really looking forward to grow my knowledge about cutting-edge technologies."
EID708717,9,Manager,1,4,1.3,0.8,4,2,4,0.4,0.1,0,Client-facing,1,4,1,3,1.1,3,1,0,None,Your leadership has been invaluable. What are your aspirations for the next stage of your career?,I'm interested in exploring opportunities to contribute to strategic decision-making and potentially move into a director-level position.
EID821068,15,Director,3,6,1.6,0.95,6,5,5,0.8,0.15,0,R&D,2,5,3,4,0.7,6,3,0,None,Your strategic vision and execution are critical to our success. We're preparing you to be VP in the upcoming year.,I'm deeply grateful for the opportunities and recognition I've received here. I am committed to contributing to the company's growth in my new role.
EID703178,4,Analyst,0,4,0.7,0.6,1,1,2,-0.1,0.35,1,Standard,0,2,0,2,1.7,0,0,1,Manager Issue,I understand there are concerns about your direct supervisor. We'll take immediate steps to address those and ensure a more supportive working environment. We are assigning you to a different manager.,"I appreciate the actions that are being taken but unfortunately, I am not comfortable with remaining here after these issues."
EID331768,6,Consultant,0,6,0.9,0.7,2,2,3,0,0.2,0,Client-facing,0,3,0,3,1.3,1,0,0,None,Your client interaction skills are an asset. We will be conducting client management courses.,I appreciate the new learning resources.
EID567432,10,Engineer,1,5,1.4,0.85,5,4,4,0.6,0.18,0,R&D,1,4,1,4,0.9,4,1,0,None,Your innovative ideas are really impressive. We are willing to support your new project.,I appreciate the trust that the company has in me.
EID492292,1,Analyst,0,1,0.5,0.55,0,0,1,-0.4,0.45,1,Standard,0,1,0,1,1.9,0,0,1,Personal,"I know that you are leaving for personal reasons, however, we want to offer you a remote position so that you can maintain your work-life balance.","I appreciate the offer and understand that I am valued at the company, but my personal situation requires a complete relocation."
EID510133,8,Manager,1,3,1.1,0.75,3,3,4,0.3,0.22,0,Client-facing,0,4,1,3,1.2,2,0,0,None,Your team management skills are excellent. Let's talk about your professional development plan.,I look forward to discuss this.
EID585556,3,Engineer,0,3,0.8,0.7,1,1,3,0.1,0.3,0,R&D,0,3,0,3,1.1,1,0,0,None,You are a highly reliable engineer. We will give you a bonus.,I am pleased and satisfied with working here.
EID909859,7,Analyst,0,7,0.65,0.6,2,1,2,-0.2,0.38,1,Standard,0,2,0,2,1.6,0,0,1,Career Growth,We haven't identified any growth opportunities for your skillsets.,I appreciate your honesty.
EID812565,11,Consultant,2,4,1.5,0.9,4,5,5,0.7,0.1,0,Client-facing,1,5,2,4,0.8,5,2,0,None,Your client relationships are phenomenal. We will put you in charge of a new project.,Thank you for seeing the value of my work.
EID717181,2,Analyst,0,2,0.7,0.65,1,1,3,0.2,0.3,0,Standard,0,3,0,3,1.1,1,0,0,None,You have improved in a short period of time. What skillsets are you trying to learn?,I'd like to improve my data collection skills.
EID823975,5,Engineer,0,5,0.85,0.75,2,2,3,0,0.3,0,R&D,0,3,0,3,1.4,1,0,0,None,You have shown great skills with the newest software versions. Let us send you to more classes about these.,Thank you! I would appreciate that a lot.
EID624776,9,Manager,1,4,1.2,0.8,3,3,4,0.4,0.15,0,Client-facing,0,4,1,3,1,2,0,0,None,You are a great leader. How about we make you regional manager?,Thank you. I would love that.
EID258067,4,Analyst,0,4,0.75,0.7,1,1,3,0.1,0.33,0,Standard,0,3,0,3,1.2,1,0,0,None,Thank you for all the work. Do you have any plans for future growth?,I would like to get my masters degree and become a manager.
EID461724,6,Engineer,0,6,0.8,0.7,2,1,3,-0.2,0.4,1,R&D,0,3,0,2,1.8,0,0,1,Work-Life Balance,I know you haven't been getting enough sleep. We will reduce your work load.,"I appreciate it, but it's too late. I have too many problems and need to leave the company."
EID125755,3,Analyst,0,3,0.7,0.6,2,1,2,0.1,0.2,0,Standard,0,3,0,3,1,1,0,0,None,"Continue focusing on skill development, particularly in data visualization.",Thank you. I'm eager to improve and contribute more effectively to the team.
EID606222,7,Engineer,1,4,1.2,0.8,4,3,4,0.5,0.15,0,R&D,0,4,1,4,0.8,3,1,0,None,You've consistently exceeded expectations. Let's discuss potential leadership opportunities in the next quarter.,That's great to hear. I'm interested in exploring leadership roles and mentoring junior engineers.
EID209627,2,Analyst,0,2,0.6,0.5,1,0,1,-0.2,0.3,1,Client-facing,0,2,0,2,1.8,0,0,1,Work-Life Balance,We understand you're feeling overwhelmed. How about we reassign some of your client-facing responsibilities to alleviate the workload?,"I appreciate the offer, but I've been exploring other opportunities that offer better flexibility and work-life balance. I don't think this is enough."
EID409783,12,Manager,2,5,1.5,0.9,5,4,5,0.7,0.1,0,R&D,1,5,2,4,0.7,5,2,0,None,Your leadership has been instrumental to the team's success. Let's discuss your long-term career goals within the company.,I'm very grateful for the opportunity to lead. I see myself continuing to grow and contribute to the company's strategic initiatives.
EID536181,5,Consultant,0,5,0.9,0.7,3,2,3,0.2,0.25,0,Client-facing,0,3,0,2,1.2,2,0,1,Career Growth,We value your contributions. How about we explore opportunities for you to specialize in a specific area of consulting?,"I appreciate that, but my concern is not so much specializing as having greater opportunities to advance into management."
EID190025,15,Director,3,6,1.7,1,6,5,5,0.9,0.05,0,R&D,2,5,3,3,0.6,6,3,0,None,You're a vital part of our leadership team. We're considering you for a VP position in the next organizational review.,That's excellent news! I'm fully committed to driving the company's vision and growth.
EID221707,1,Engineer,0,1,0.8,0.7,0,0,3,0,0.35,1,Standard,0,3,0,3,1.5,0,0,1,Manager Issue,We're addressing the concerns raised about the team's management style and are committed to creating a more supportive environment.,"I appreciate the steps being taken, but I already accepted a position at another company. I felt unheard and unsupported."
EID971699,9,Analyst,1,3,1.3,0.85,4,3,4,0.6,0.2,0,Standard,0,4,1,4,0.9,4,1,0,None,Your analytical skills are invaluable. We're impressed with your attention to detail and problem-solving abilities.,Thank you. I enjoy the challenges and the opportunity to contribute to data-driven decision-making.
EID865618,4,Consultant,0,4,0.75,0.65,2,1,2,-0.1,0.3,0,Client-facing,0,2,0,2,1.7,1,0,1,Work-Life Balance,We're willing to offer you more flexible hours and the option to work remotely two days a week.,I have thought about it and the role has required more travel than I initially expected. This opportunity I am taking will reduce my travel commitments.
EID248557,6,Engineer,1,2,1.4,0.9,5,4,5,0.8,0.1,0,R&D,0,5,1,4,0.7,5,2,0,None,Your technical expertise and innovative solutions are greatly appreciated. We would like to recommend you to be a project lead.,That is exciting news and I would be happy to accept the position. I believe that I can contribute further and I look forward to the new challenges.
EID465249,18,Director,4,4,1.6,0.95,7,6,5,0.95,0.05,0,R&D,3,5,4,3,0.5,7,4,0,None,You've been an exceptional leader and mentor. Your work has laid the groundwork for many of our breakthroughs.,I am glad I was able to make an impact at the company. I have enjoyed my time here.
EID427040,2,Analyst,0,2,0.9,0.75,1,0,3,0.3,0.4,0,Standard,0,3,0,3,1.3,1,0,0,None,"Keep up the great work. Focus on refining your data analysis skills, and we'll explore growth opportunities in the coming year.","I will definitely continue to improve my skills, thank you for the advice."
EID459731,10,Manager,2,1,1.5,0.92,6,5,5,0.75,0.1,0,R&D,1,5,2,4,0.8,5,2,0,None,"Your performance over the last few years has been exceptional, let's look at a 10% salary increase and move you to Senior Manager.",I greatly appreciate the offer and the recognition! It's great to know that I'm valued.
EID577450,3,Engineer,0,3,0.7,0.6,2,1,2,-0.3,0.3,1,Client-facing,0,2,0,2,1.9,0,0,1,Work-Life Balance,We can implement more flexible work hours and offer a couple days of remote work to better manage workload demands.,"While I appreciate the gesture, I've made up my mind and this alternative role provides me with the flexibility I require."
EID922366,7,Consultant,1,2,1.3,0.85,4,3,4,0.55,0.2,0,Standard,0,4,1,4,0.85,3,1,0,None,Your contributions to the team and positive attitude are greatly appreciated. Keep up the great work.,I will definitely continue to contribute to the team and stay positive.
EID316916,5,Engineer,0,5,1,0.78,3,2,3,0.15,0.25,0,R&D,0,3,0,2,1.2,2,0,1,Better Offer,We can increase your salary by 10% and explore a more senior position with greater responsibilities.,"Thank you for the counter offer, but I have already signed a contract and believe that the role will be a better fit for me."
EID646428,12,Analyst,2,3,1.5,0.9,5,4,5,0.8,0.1,0,Standard,1,5,2,4,0.75,5,2,0,None,Your insights and analysis are invaluable to the team. We appreciate your hard work and dedication.,Thank you for the recognition. I enjoy working here and contributing to the team's success.
EID606384,1,Engineer,0,1,0.6,0.5,0,0,1,-0.4,0.4,0,Client-facing,0,1,0,2,2,0,0,1,Manager Issue,I've noticed you seem withdrawn lately. Is there anything I can do to better support you in your role?,"Unfortunately, the management style is not a good fit, so I have accepted a position elsewhere."
EID465219,8,Consultant,1,4,1.2,0.8,4,3,4,0.4,0.15,0,R&D,0,4,1,3,0.9,3,1,0,None,You've demonstrated great problem-solving skills. Continue to develop your expertise in this area.,I appreciate the feedback. I will keep improving and developing my skills.
EID599292,4,Analyst,0,4,0.9,0.75,2,1,3,0,0.2,0,Standard,0,3,0,3,1.3,1,0,1,Career Growth,"Let's review our plan for your career development, and put a plan in place with defined growth opportunities within the business.","I'm happy to hear that there's a path for my career within the business, but I've accepted a role that enables me to step up into a new position."
EID202365,3,Analyst,0,3,0.7,0.8,2,3,3,-0.2,0.2,0,Standard,0,3,0,3,1,1,0,0,None,We value your contributions. Let's discuss your career goals and identify opportunities for growth within the team.,Thank you. I'm interested in learning more about data visualization and contributing to more complex projects.
EID559450,7,Engineer,1,4,1.2,0.9,5,6,4,0.3,0.1,0,R&D,1,4,1,4,0.8,3,1,0,None,Your performance has been consistently strong. We are planning a new project and would like you to take a lead role. Would this align with your career interests?,That sounds interesting. I'd like to know more about the project scope and team dynamics.
EID857065,1,Consultant,0,1,0.6,0.7,1,1,2,-0.5,0.3,1,Client-facing,0,2,0,2,1.8,0,0,1,Work-Life Balance,We understand you're feeling overwhelmed. How about we explore some flexible work arrangements and workload distribution to improve your work-life balance?,"I appreciate the offer, but the demands of this project and the constant travel are unsustainable for me right now. I need to prioritize my well-being."
EID830609,10,Manager,2,3,1.5,0.95,7,8,5,0.6,0.15,0,Standard,2,5,2,3,0.7,5,2,0,None,Your leadership is instrumental to our team's success. Have you considered mentoring junior colleagues or leading a training session to further develop your skills and influence?,That's a great idea. I'd be happy to share my experience and contribute to the team's development in that way.
EID574425,5,Analyst,0,5,0.8,0.85,3,4,3,-0.1,0.4,0,Client-facing,0,3,1,2,1.5,1,0,1,Career Growth,We recognize your contributions and potential. How about we look at opportunities within the company to move into a senior analyst position to increase your challenges and responsibilities?,"While I appreciate the offer, I've been offered a data science role at another company that aligns more closely with my long-term career goals. The growth opportunities are much more clear cut."
EID434400,2,Engineer,0,2,0.75,0.7,2,2,3,-0.3,0.25,0,R&D,0,3,0,3,1.2,0,0,0,None,We noticed your contributions in the last hackathon! You have a great opportunity to deepen your technical skills and gain experience in your area of interest. Would you like to be paired with a senior engineer for a mentorship opportunity?,"Yes, that would be a great opportunity to learn from someone with more experience and get guidance on my projects."
EID170437,12,Director,3,2,1.6,0.98,8,9,5,0.7,0.1,0,Standard,3,5,3,4,0.6,6,3,0,None,Your strategic vision has been invaluable. We appreciate your dedication to the company. We'd like to discuss how we can continue to develop your leadership skills and explore opportunities for you to further impact the organization.,I am keen to explore expansion of our operations into new market segments. What support can the company provide to facilitate this initiative?
EID414849,4,Consultant,0,4,0.9,0.8,3,3,3,0.1,0.3,0,Client-facing,1,3,1,3,1,2,0,0,None,We appreciate your hard work on the recent client project. We want you to know that we value your insights and contributions. Consider exploring specialized certifications to expand your expertise?,"Thank you, that means a lot to me. I'm interested in pursuing a certification in project management to better handle large-scale projects."
EID146853,6,Engineer,1,2,1.1,0.9,4,5,4,0.4,0.2,1,R&D,0,4,1,4,0.9,3,1,0,None,Your technical expertise is a valuable asset to the team. You have a great opportunity to deepen your technical skills and gain experience in your area of interest. Would you like to be paired with a senior engineer for a mentorship opportunity?,"I am keen to take on more responsibilities, maybe mentoring junior engineers. I would like a more structured development plan to get to principal engineer."
EID949541,9,Manager,1,5,1.3,0.92,6,7,4,0.2,0.18,0,Standard,1,4,2,3,0.8,4,1,1,Manager Issue,"We acknowledge your concerns about your manager's recent departure. We are actively searching for a replacement and in the meantime, can we support you with more senior guidance?",I am going to leave now. I don't trust that the situation is going to improve.
EID845305,2,Analyst,0,2,0.65,0.75,1,2,2,-0.4,0.35,0,Standard,0,2,0,2,1.7,0,0,1,Better Offer,We understand you've received another offer. We are able to increase your salary to match their offer. Would this be enough to keep you here?,"I appreciate the offer, but the other company provides more flexibility and a more vibrant team to work with."
EID220675,7,Engineer,1,3,1.25,0.88,5,6,4,0.35,0.12,0,R&D,1,4,1,3,0.7,4,1,0,None,Your contributions to the team have been very valuable. We are excited for you to lead a project of this nature.,"Yes, I look forward to learning and contributing to the best of my ability."
EID123682,3,Consultant,0,3,0.7,0.78,2,3,3,-0.25,0.28,1,Client-facing,0,3,0,2,1.3,1,0,1,Work-Life Balance,We have heard you have been working long hours on the client facing project. What steps can we take to reduce this workload burden?,The expectations for turnaround time on client facing work is unrealistic and I have been consistently working over 60 hours a week. I have found a role where I have a fixed 40 hour work week.
EID990429,5,Analyst,0,5,0.82,0.82,3,4,3,-0.12,0.4,0,Standard,0,3,1,3,1.4,2,0,0,None,"Your performance has been consistently good, we want to nurture and develop your talents. Why do you think about working towards a Senior Analyst role in the next two years, and we can support you with a development plan?"," ""Thanks  I would like that. I was struggling to find a direction to take. It would be useful to have a dedicated career roadmap to Senior Analyst."""
EID459743,11,Manager,2,4,1.45,0.94,7,8,5,0.55,0.17,0,R&D,2,5,2,4,0.65,5,2,0,None,"We really appreciate you taking on all the junior engineers, but your team has been stretched thin lately. Why don't we work together to build a training program for all of these new hires, and support you with another senior engineer? "," ""I am excited about the junior engineers  but I am also under a lot of pressure from above to meet targets quickly. If we can hire some more senior members or lighten the workload that would be extremely helpful."""
EID779445,7,Engineer,1,4,1.2,0.85,3,5,4,0.6,0.25,0,Standard,0,4,1,3,1,2,0,0,None,"Sarah, let's explore more opportunities to enhance your skills and move towards a team lead role.",I appreciate the consideration. I'm definitely interested in taking on more responsibilities and contributing at a higher level.
EID214675,3,Analyst,0,3,0.7,0.75,1,2,2,-0.2,0.1,0,R&D,0,3,0,2,1.5,0,0,1,Better Offer,I understand you've received another offer. We value your contributions. How about a salary increase and a performance-based bonus to reconsider?,"While I appreciate the offer, the new opportunity provides a significantly better path for career growth and a chance to work with cutting-edge technologies."
EID810032,12,Manager,2,3,1.5,0.95,5,7,5,0.8,0.15,0,Client-facing,1,5,2,4,0.7,5,1,0,None,"John, your leadership on the project was exceptional! Let's discuss opportunities for you to mentor junior team members.",That sounds fantastic. I enjoy helping others develop their skills and grow within the company.
EID938913,2,Engineer,0,2,0.6,0.65,0,1,2,-0.4,0.3,1,Standard,0,2,0,1,1.8,0,0,1,Manager Issue,"We're sorry to see you go, Alex. We understand the transition with the new manager has been challenging. Is there anything we can do to change your mind? Perhaps a different team?","I appreciate the offer, but the lack of communication and support from the new manager has made it impossible to continue working here. A new team isn't enough to fix the overall management issue."
EID272337,9,Consultant,1,5,1.1,0.9,4,6,4,0.5,0.2,0,Client-facing,1,4,1,3,1.2,3,0,0,None,"Emily, your client feedback has been consistently positive. Are there any specific areas where we can provide further support or development for you?","I'm interested in taking on more leadership roles within consulting projects, and potentially mentoring junior consultants."
EID876459,5,Analyst,0,5,0.8,0.7,2,3,3,-0.1,0.35,0,R&D,0,3,0,2,1.6,1,0,1,Career Growth,"Sarah, we recognize your potential. Let's talk about setting some clear goals and developing a personalized career path for you, including targeted training and mentorship opportunities.","Thanks, but I've already accepted a position with a company where I will be given the opportunity to lead projects and expand my skillset significantly, things I have been hoping to do here, too."
EID355761,15,Director,3,4,1.6,0.98,6,8,5,0.9,0.1,0,Client-facing,1,5,2,4,0.6,6,2,0,None,"David, your strategic vision has been invaluable to the company. We'd like you to present your vision for the next 5 years at the upcoming leadership summit.",I'm honored by the opportunity. I believe we can achieve significant growth by investing in innovation and employee development.
EID641058,1,Engineer,0,1,0.5,0.6,0,0,1,-0.5,0.4,0,Standard,0,1,0,1,1.9,0,0,1,Work-Life Balance,"We're sorry to see you go so soon, Tom. We can discuss reducing your workload and offering a more flexible schedule to help with your work-life balance concerns.","I appreciate the gesture, but I've realized that this job isn't compatible with my personal needs right now. I need a role that offers more predictability and fewer demanding hours."
EID282927,6,Manager,1,2,1.3,0.92,4,5,4,0.7,0.2,0,Standard,0,4,1,3,0.9,4,0,0,None,"Jennifer, your team's performance has been consistently strong. Have you considered presenting your best practices at the next company-wide meeting?",That's a great idea! I'm always happy to share what we've learned and help other teams improve their processes.
EID678719,4,Analyst,0,4,0.9,0.8,2,2,3,0,0.25,0,R&D,0,3,0,2,1.4,1,0,0,None,"Michael, we've noticed your strong analytical skills. We'd like to offer you some advanced training in data visualization and modeling.",That sounds perfect! I've been wanting to enhance my skills in those areas. Thanks for the opportunity.
EID267914,8,Engineer,1,3,1,0.88,3,4,4,0.4,0.3,1,Client-facing,1,3,1,2,1.1,2,0,1,Personal,"I'm so sorry to see you go, we value you and your work. I can offer you more flexible hours and the chance to work from home more often, I can also give you a leave of absence.","I appreciate the offers, but I'm leaving for personal reasons. It's not related to the company."
EID447067,10,Consultant,2,1,1.4,0.96,5,7,5,0.8,0.15,0,Client-facing,0,5,1,4,0.8,5,1,0,None,We're thrilled with your performance on the last project. We'd like to discuss your potential for a Senior Consultant role in the next year.,That's excellent news. I'm ready to take on more responsibility and contribute at a higher level.
EID687044,3,Analyst,0,3,0.75,0.72,1,2,2,-0.3,0.38,0,R&D,0,2,0,2,1.7,0,0,1,Work-Life Balance,"We understand the demands of the current project are high. We can offer you some additional support and resources to reduce your workload, maybe a couple of days of working from home?","I appreciate it, but I've been feeling burnt out and stressed for a while now. I need a job that doesn't require working late every night and weekends."
EID547080,14,Manager,3,2,1.7,0.99,6,9,5,0.95,0.08,0,Standard,1,5,2,5,0.5,7,2,0,None,"Laura, your leadership and dedication are truly remarkable. We'd like to offer you a senior management position with increased responsibilities and a significant salary increase.",I'm deeply grateful for the recognition and the opportunity. I'm excited to contribute at an even higher level.
EID584498,2,Engineer,0,2,0.65,0.68,0,1,2,-0.25,0.33,0,Standard,0,2,0,2,1.65,0,0,1,Better Offer,"We're disappointed you're leaving, Ben. Is there anything we can do, like offering a bonus to stay at the same level?","I'm sorry to go, but the other offer has a significantly better salary than what I'm earning here, and they offered a signing bonus and stocks."
EID343118,5,Analyst,0,5,0.85,0.78,2,3,3,0.1,0.28,0,R&D,0,3,0,3,1.35,1,0,0,None,"Carlos, your analysis is always top-notch. Let's plan for you to teach your techniques to the new hires.",Sounds great! I enjoy sharing my expertise with new colleagues.
EID936507,9,Consultant,1,4,1.15,0.93,4,6,4,0.55,0.23,0,Client-facing,1,4,1,3,1.05,3,0,0,None,"I appreciate your hard work, David. Any thoughts on presenting at the conference? We'd be glad to help you prepare.",Absolutely! I'm always looking for chances to build and share what I do.
EID524723,1,Engineer,0,1,0.55,0.62,0,0,1,-0.45,0.42,1,Standard,0,1,0,1,1.85,0,0,1,Manager Issue,It's unfortunate to see you want to move on so soon. What if we moved you to a different team?,"Honestly, I've lost confidence in this company after the terrible onboarding, so I'm moving somewhere new."
EID760351,6,Manager,1,2,1.25,0.91,4,5,4,0.65,0.18,0,Standard,0,4,1,3,0.95,4,0,0,None,"Great job leading your team, Jessica. Is there anything I can do to help you continue to be successful?",Thanks! Could I get a bit more budget for the training? I think it would help a lot.
EID293411,4,Analyst,0,4,0.95,0.82,2,2,3,0.05,0.23,0,R&D,0,3,0,2,1.35,1,0,0,None,"Excellent work, Mike. I'd like to challenge you to take on a high visibility project. I think you can do it.","I appreciate the confidence, I'll tackle it!"
EID295440,3,Analyst,0,3,0.7,0.8,1,2,3,-0.1,0.2,0,Standard,0,3,0,3,1,0,0,0,None,Let's discuss your career goals and how we can support your growth within the team.,I'm eager to learn more and contribute to the team's success.
EID771590,8,Engineer,1,4,1.2,0.9,3,5,4,0.3,0.3,0,R&D,1,4,1,4,0.8,2,1,0,None,Your performance has been consistently strong. We value your contributions.  Let's discuss leadership opportunities.,I appreciate the recognition! I'm definitely interested in exploring leadership roles in the future.
EID789237,5,Analyst,0,5,0.6,0.7,0,1,2,-0.4,0.4,1,Client-facing,0,2,0,2,1.5,0,0,1,Work-Life Balance,We understand that the recent workload has been demanding. We can explore a transition to a less demanding project and offer resources to improve your well-being.,"While I appreciate the offer, I've decided to prioritize my well-being and explore opportunities with better work-life balance. I need a fresh start."
EID553125,12,Manager,2,3,1.5,0.95,4,7,5,0.6,0.1,0,R&D,2,5,2,5,0.7,4,2,0,None,Your leadership has been instrumental to our success. We're considering you for a senior management position.,That's fantastic news! I'm committed to this company and excited about the possibilities.
EID514798,2,Engineer,0,2,0.8,0.85,2,3,3,0.1,0.25,0,Standard,0,3,0,4,0.9,1,0,0,None,We've noticed your enthusiasm and dedication. Let's focus on developing your skills and expertise.,I'm grateful for the opportunity and eager to expand my skillset.
EID130610,7,Consultant,1,2,1.3,0.9,3,6,4,0.4,0.2,0,Client-facing,1,4,1,3,1.1,3,1,0,None,Your client feedback is consistently positive. We're considering you for a key role on the upcoming project.,I'm excited about the opportunity to take on more responsibility and contribute to the project's success.
EID873207,4,Analyst,0,4,0.75,0.75,1,2,3,-0.2,0.35,0,Standard,0,3,0,3,1.3,0,0,1,Career Growth,We recognize you're ambitious. We can create a development plan with specific milestones for advancement within the next year.,"Thank you for the offer, but I've accepted a position with a clear path for career progression.  I need to feel I am actively growing professionally."
EID743937,10,Director,3,5,1.6,0.98,5,8,5,0.7,0.15,0,R&D,3,5,3,4,0.6,5,3,0,None,Your strategic vision has been invaluable.  We are relying on your experience to drive innovation and lead the team.,I am fully committed to leading the team to reach new heights.
